sep=;
hour;passengerId;arrivalFloor;destinationFloor;
14:16:09:;995;0;5;
14:17:17:;996;2;0;
14:18:12:;997;5;0;
14:18:33:;998;0;3;
14:21:13:;999;0;9;
14:21:34:;1000;0;2;
14:22:04:;1001;1;2;
14:22:09:;1002;0;7;
14:22:57:;1003;0;7;
14:23:33:;1004;4;0;
14:23:45:;1005;5;0;
14:24:36:;1006;0;5;
14:24:57:;1007;4;0;
14:25:12:;1008;3;0;
14:25:19:;1009;3;0;
14:25:51:;1010;0;6;
14:26:33:;1011;2;0;
14:26:43:;1012;2;0;
14:27:24:;1013;3;0;
14:27:42:;1014;0;6;
14:28:57:;1015;2;0;
14:29:08:;1016;0;4;
14:29:31:;1017;0;7;
14:30:16:;1018;7;0;
14:32:16:;1019;0;6;
14:32:29:;1020;0;8;
14:33:42:;1021;0;6;
14:35:03:;1022;0;8;
14:37:33:;1023;3;0;
14:38:57:;1024;0;6;
14:40:27:;1025;7;0;
14:40:34:;1026;6;0;
14:41:14:;1027;1;0;
14:41:55:;1028;0;2;
14:41:56:;1029;0;5;
14:43:23:;1030;6;0;
14:43:27:;1031;2;0;
14:43:29:;1032;0;6;
14:44:14:;1033;0;2;
14:45:36:;1034;0;3;
14:46:08:;1035;0;4;
14:46:31:;1036;3;0;
14:47:49:;1037;0;2;
14:48:34:;1038;0;8;
14:48:51:;1039;0;5;
14:49:02:;1040;1;3;
14:49:07:;1041;0;7;
14:49:16:;1042;8;0;
14:49:20:;1043;8;0;
14:49:33:;1044;0;3;
14:50:01:;1045;5;0;
14:51:26:;1046;9;0;
14:52:18:;1047;8;0;
14:52:30:;1048;1;0;
14:53:13:;1049;2;0;
14:53:19:;1050;0;2;
14:53:31:;1051;3;0;
14:54:55:;1052;8;0;
14:56:00:;1053;9;0;
14:56:20:;1054;0;7;
14:58:51:;1055;0;9;
14:59:01:;1056;0;4;
14:59:47:;1057;0;9;
15:01:19:;1058;0;3;
15:05:06:;1059;0;4;
15:05:26:;1060;0;1;
15:06:28:;1061;0;5;
15:08:29:;1062;0;2;
15:08:31:;1063;0;4;
15:11:49:;1064;0;6;
15:12:17:;1065;0;2;
15:12:26:;1066;8;0;
15:13:14:;1067;0;4;
15:13:25:;1068;4;0;
15:13:35:;1069;0;8;
15:13:56:;1070;1;0;
15:14:06:;1071;0;1;
15:14:38:;1072;0;9;
15:14:47:;1073;0;6;
15:14:53:;1074;0;7;
15:15:45:;1075;0;9;
15:15:52:;1076;3;0;
15:16:21:;1077;0;6;
15:16:43:;1078;0;4;
15:18:24:;1079;0;5;
15:19:08:;1080;0;3;
15:19:30:;1081;0;8;
15:20:34:;1082;0;9;
15:22:10:;1083;3;1;
15:22:35:;1084;0;5;
15:23:01:;1085;0;9;
15:23:23:;1086;0;4;
15:23:43:;1087;0;2;
15:25:30:;1088;0;2;
15:25:42:;1089;0;2;
15:25:48:;1090;0;4;
15:26:43:;1091;6;0;
15:26:54:;1092;2;0;
15:28:48:;1093;0;1;
15:31:03:;1094;0;7;
15:31:17:;1095;0;8;
15:32:21:;1096;3;0;
15:32:22:;1097;0;7;
15:32:54:;1098;0;1;
15:33:14:;1099;8;0;
15:34:15:;1100;0;9;
15:35:20:;1101;0;5;
15:35:50:;1102;1;0;
15:36:54:;1103;0;6;
15:37:14:;1104;0;8;
15:37:41:;1105;9;0;
15:40:36:;1106;7;0;
15:40:58:;1107;0;5;
15:41:31:;1108;0;3;
15:41:50:;1109;0;4;
15:41:51:;1110;0;8;
15:42:14:;1111;0;9;
15:42:37:;1112;6;0;
15:43:14:;1113;6;0;
15:43:24:;1114;0;8;
15:47:18:;1115;4;0;
15:47:32:;1116;0;9;
15:50:22:;1117;0;2;
15:51:16:;1118;0;9;
15:51:18:;1119;0;8;
15:51:47:;1120;7;0;
15:52:52:;1121;0;3;
15:54:28:;1122;6;0;
15:54:52:;1123;0;5;
15:54:55:;1124;0;2;
15:56:10:;1125;0;2;
15:58:01:;1126;0;8;
15:58:42:;1127;0;9;
15:58:52:;1128;0;2;
16:00:06:;1129;7;0;
16:00:49:;1130;0;4;
16:01:24:;1131;0;4;
16:02:09:;1132;0;2;
16:02:18:;1133;0;5;
16:03:39:;1134;0;7;
16:04:15:;1135;3;0;
16:04:25:;1136;0;5;
16:04:55:;1137;3;0;
16:05:44:;1138;0;8;
16:06:13:;1139;9;0;
16:06:40:;1140;3;0;
16:07:17:;1141;6;0;
16:07:42:;1142;0;8;
16:07:43:;1143;0;2;
16:07:55:;1144;0;8;
16:08:19:;1145;1;0;
16:09:46:;1146;7;0;
16:09:49:;1147;5;0;
16:09:55:;1148;8;0;
16:10:13:;1149;0;3;
16:10:14:;1150;4;0;
16:10:32:;1151;0;6;
16:11:10:;1152;0;7;
16:11:59:;1153;0;5;
16:13:21:;1154;0;8;
16:13:41:;1155;5;0;
16:13:55:;1156;0;8;
16:14:15:;1157;0;5;
16:16:39:;1158;5;0;
16:16:46:;1159;0;4;
16:16:54:;1160;0;5;
16:17:23:;1161;0;8;
16:17:26:;1162;0;8;
16:17:48:;1163;5;0;
16:17:56:;1164;0;4;
16:18:18:;1165;0;4;
16:18:49:;1166;0;6;
16:19:09:;1167;0;8;
16:19:39:;1168;0;2;
16:20:43:;1169;9;0;
16:20:56:;1170;0;2;
16:22:00:;1171;0;4;
16:22:19:;1172;0;2;
16:22:27:;1173;0;7;
16:22:54:;1174;8;0;
16:25:31:;1175;0;9;
16:26:03:;1176;5;0;
16:26:04:;1177;0;5;
16:26:39:;1178;7;0;
16:27:16:;1179;0;9;
16:27:35:;1180;0;1;
16:28:28:;1181;0;4;
16:28:55:;1182;0;9;
16:29:23:;1183;0;5;
16:30:45:;1184;0;1;
16:31:08:;1185;0;4;
16:31:33:;1186;8;0;
16:31:55:;1187;0;3;
16:32:07:;1188;0;7;
16:33:15:;1189;0;5;
16:33:35:;1190;0;8;
16:33:43:;1191;0;2;
16:33:50:;1192;0;5;
16:35:31:;1193;0;3;
16:35:32:;1194;0;8;
16:35:59:;1195;8;0;
16:36:34:;1196;0;6;
16:36:57:;1197;0;4;
16:37:04:;1198;0;2;
16:37:14:;1199;4;0;
16:37:58:;1200;0;6;
16:38:28:;1201;0;8;
16:39:57:;1202;0;6;
16:39:58:;1203;6;0;
16:40:24:;1204;0;9;
16:40:38:;1205;9;0;
16:40:43:;1206;0;2;
16:42:10:;1207;0;6;
16:43:18:;1208;0;2;
16:43:36:;1209;8;0;
16:43:49:;1210;9;0;
16:44:13:;1211;0;6;
16:44:45:;1212;0;2;
16:45:00:;1213;0;9;
16:45:05:;1214;0;9;
16:45:20:;1215;0;7;
16:45:40:;1216;8;0;
16:46:26:;1217;0;5;
16:46:34:;1218;0;2;
16:46:44:;1219;5;0;
16:47:36:;1220;0;6;
16:47:41:;1221;1;0;
16:48:04:;1222;0;3;
16:48:20:;1223;0;5;
16:49:04:;1224;0;2;
16:49:25:;1225;4;0;
16:49:38:;1226;0;4;
16:49:41:;1227;0;9;
16:50:12:;1228;7;0;
16:50:14:;1229;0;1;
16:50:16:;1230;0;5;
16:50:33:;1231;0;2;
16:50:59:;1232;0;8;
16:51:32:;1233;0;3;
16:51:45:;1234;0;1;
16:51:51:;1235;0;2;
16:52:07:;1236;9;0;
16:52:16:;1237;0;4;
16:52:47:;1238;0;9;
16:53:43:;1239;2;0;
16:53:56:;1240;0;5;
16:54:08:;1241;0;6;
16:55:07:;1242;0;3;
16:55:59:;1243;0;5;
16:56:15:;1244;0;3;
16:56:55:;1245;0;4;
16:57:03:;1246;0;2;
16:57:19:;1247;1;0;
16:57:44:;1248;0;1;
16:57:54:;1249;8;0;
16:58:30:;1250;0;4;
16:59:01:;1251;0;2;
16:59:27:;1252;9;0;
16:59:49:;1253;0;6;
17:00:08:;1254;0;5;
17:00:56:;1255;0;9;
17:00:59:;1256;0;8;
17:01:51:;1257;0;7;
17:02:33:;1258;0;3;
17:02:48:;1259;0;6;
17:03:18:;1260;0;3;
17:03:22:;1261;3;0;
17:03:40:;1262;0;2;
17:04:04:;1263;0;3;
17:04:31:;1264;0;2;
17:04:40:;1265;0;5;
17:04:53:;1266;0;3;
17:05:23:;1267;0;9;
17:05:32:;1268;0;1;
17:05:40:;1269;0;7;
17:05:48:;1270;0;8;
17:06:03:;1271;3;0;
17:06:19:;1272;0;5;
17:06:57:;1273;0;2;
17:07:07:;1274;0;5;
17:07:17:;1275;0;8;
17:07:29:;1276;0;6;
17:07:36:;1277;0;2;
17:07:50:;1278;0;8;
17:09:09:;1279;0;3;
17:09:18:;1280;0;7;
17:09:34:;1281;4;0;
17:09:49:;1282;0;3;
17:09:59:;1283;3;0;
17:10:00:;1284;5;0;
17:10:26:;1285;5;0;
17:10:26:;1286;0;5;
17:10:30:;1287;0;7;
17:11:29:;1288;0;5;
17:12:34:;1289;0;9;
17:13:13:;1290;7;0;
17:13:30:;1291;0;9;
17:14:08:;1292;0;1;
17:14:11:;1293;3;0;
17:14:13:;1294;0;8;
17:14:21:;1295;0;5;
17:15:21:;1296;0;1;
17:15:54:;1297;0;8;
17:16:06:;1298;0;1;
17:17:21:;1299;7;0;
17:17:32:;1300;5;0;
17:17:32:;1301;0;5;
17:17:35:;1302;0;3;
17:17:35:;1303;0;9;
17:17:52:;1304;0;5;
17:17:59:;1305;7;0;
17:19:15:;1306;0;2;
17:19:39:;1307;0;6;
17:19:40:;1308;0;6;
17:19:56:;1309;0;4;
17:20:03:;1310;0;3;
17:20:17:;1311;0;8;
17:21:32:;1312;4;0;
17:21:43:;1313;0;2;
17:21:58:;1314;0;5;
17:22:52:;1315;0;6;
17:23:10:;1316;0;9;
17:23:23:;1317;0;6;
17:23:39:;1318;4;0;
17:23:47:;1319;0;5;
17:24:00:;1320;0;4;
17:24:06:;1321;0;9;
17:24:17:;1322;0;2;
17:24:18:;1323;5;0;
17:24:25:;1324;0;9;
17:24:40:;1325;0;9;
17:24:47:;1326;0;5;
17:25:03:;1327;0;2;
17:26:05:;1328;2;0;
17:26:57:;1329;0;8;
17:27:03:;1330;0;1;
17:27:38:;1331;6;0;
17:27:42:;1332;0;3;
17:27:44:;1333;0;1;
17:28:22:;1334;0;3;
17:28:48:;1335;0;2;
17:29:10:;1336;0;3;
17:29:28:;1337;0;8;
17:29:50:;1338;0;9;
17:29:52:;1339;1;0;
17:29:58:;1340;1;0;
17:30:13:;1341;0;9;
17:30:32:;1342;0;3;
17:30:41:;1343;0;1;
17:30:54:;1344;0;2;
17:30:58:;1345;2;0;
17:31:50:;1346;4;0;
17:31:57:;1347;0;2;
17:32:04:;1348;0;2;
17:32:15:;1349;0;6;
17:32:35:;1350;0;6;
17:33:06:;1351;0;5;
17:33:27:;1352;0;1;
17:34:20:;1353;0;8;
17:34:29:;1354;0;6;
17:34:48:;1355;0;8;
17:35:40:;1356;0;7;
17:35:57:;1357;0;9;
17:36:07:;1358;0;8;
17:36:42:;1359;0;5;
17:36:56:;1360;0;6;
17:37:00:;1361;0;3;
17:37:29:;1362;0;8;
17:38:07:;1363;0;2;
17:38:51:;1364;0;8;
17:39:00:;1365;0;8;
17:39:02:;1366;0;4;
17:39:15:;1367;0;7;
17:39:42:;1368;2;0;
17:40:07:;1369;0;9;
17:40:35:;1370;0;7;
17:41:32:;1371;0;2;
17:42:10:;1372;1;0;
17:42:31:;1373;0;1;
17:43:01:;1374;0;8;
17:43:11:;1375;0;2;
17:43:41:;1376;0;2;
17:44:25:;1377;0;5;
17:45:01:;1378;0;6;
17:45:13:;1379;0;9;
17:45:19:;1380;2;0;
17:46:20:;1381;0;3;
17:46:45:;1382;7;0;
17:47:12:;1383;0;2;
17:47:29:;1384;0;7;
17:47:40:;1385;0;6;
17:48:46:;1386;0;7;
17:48:55:;1387;0;2;
17:49:01:;1388;0;6;
17:49:19:;1389;0;5;
17:49:27:;1390;0;1;
17:49:31:;1391;5;0;
17:49:39:;1392;0;1;
17:49:50:;1393;2;0;
17:49:55:;1394;0;3;
17:50:22:;1395;0;6;
17:51:00:;1396;0;6;
17:51:21:;1397;8;0;
17:52:00:;1398;4;0;
17:52:03:;1399;0;4;
17:52:19:;1400;0;3;
17:53:12:;1401;2;0;
17:53:16:;1402;0;9;
17:53:24:;1403;0;7;
17:53:58:;1404;0;7;
17:54:29:;1405;0;6;
17:54:31:;1406;0;6;
17:54:42:;1407;1;0;
17:54:50:;1408;0;7;
17:55:18:;1409;0;9;
17:56:23:;1410;0;3;
17:56:30:;1411;4;0;
17:57:24:;1412;0;8;
17:57:41:;1413;1;6;
17:57:50:;1414;0;5;
17:58:03:;1415;9;0;
17:58:13:;1416;0;3;
17:58:25:;1417;0;7;
17:58:42:;1418;5;0;
17:58:44:;1419;0;8;
17:59:55:;1420;1;0;
18:00:09:;1421;0;5;
18:00:43:;1422;0;4;
18:01:06:;1423;0;4;
18:01:11:;1424;0;7;
18:01:16:;1425;0;7;
18:01:20:;1426;0;4;
18:03:14:;1427;0;1;
18:03:37:;1428;0;6;
18:04:00:;1429;0;6;
18:04:14:;1430;0;6;
18:04:41:;1431;0;2;
18:04:47:;1432;9;0;
18:05:32:;1433;4;0;
18:05:35:;1434;0;3;
18:06:03:;1435;5;0;
18:06:18:;1436;0;8;
18:06:48:;1437;7;0;
18:07:01:;1438;0;6;
18:07:03:;1439;0;8;
18:07:11:;1440;0;9;
18:07:45:;1441;0;3;
18:08:31:;1442;0;8;
18:08:49:;1443;0;4;
18:09:04:;1444;0;3;
18:09:13:;1445;0;8;
18:09:27:;1446;0;3;
18:09:46:;1447;5;0;
18:09:53:;1448;7;0;
18:10:11:;1449;2;0;
18:10:11:;1450;0;6;
18:10:22:;1451;0;1;
18:10:28:;1452;0;5;
18:10:32:;1453;0;5;
18:11:02:;1454;6;0;
18:11:18:;1455;5;0;
18:11:36:;1456;0;8;
18:12:15:;1457;0;9;
18:12:20:;1458;0;5;
18:12:24:;1459;0;6;
18:12:26:;1460;7;0;
18:12:47:;1461;6;0;
18:12:54:;1462;0;4;
18:12:56:;1463;0;5;
18:13:13:;1464;0;4;
18:13:16:;1465;4;0;
18:13:26:;1466;2;0;
18:14:08:;1467;5;0;
18:14:15:;1468;0;2;
18:14:32:;1469;0;6;
18:14:37:;1470;0;6;
18:15:21:;1471;0;8;
18:16:13:;1472;3;0;
18:16:24:;1473;8;0;
18:16:35:;1474;5;0;
18:17:59:;1475;0;1;
18:18:03:;1476;0;2;
18:19:28:;1477;2;0;
18:20:05:;1478;0;3;
18:21:54:;1479;0;8;
18:23:21:;1480;0;3;
18:23:22:;1481;5;1;
18:23:32:;1482;0;8;
18:25:07:;1483;0;8;
18:25:13:;1484;0;6;
18:25:50:;1485;0;1;
18:26:29:;1486;0;5;
18:26:31:;1487;8;0;
18:27:46:;1488;0;5;
18:27:58:;1489;0;5;
18:28:24:;1490;4;0;
18:28:36:;1491;0;6;
18:28:36:;1492;7;0;
18:29:23:;1493;7;0;
18:29:39:;1494;0;1;
18:29:44:;1495;0;8;
18:30:21:;1496;4;0;
18:31:31:;1497;0;1;
18:31:32:;1498;0;8;
18:31:38:;1499;0;6;
18:31:46:;1500;6;0;
18:31:59:;1501;0;1;
18:32:32:;1502;0;9;
18:32:44:;1503;8;0;
18:33:08:;1504;2;0;
18:33:23:;1505;0;7;
18:33:29:;1506;0;5;
18:33:33:;1507;0;2;
18:33:46:;1508;0;3;
18:33:47:;1509;0;5;
18:33:57:;1510;2;0;
18:34:58:;1511;0;4;
18:35:20:;1512;0;3;
18:35:25:;1513;0;4;
18:36:08:;1514;0;4;
18:36:22:;1515;0;3;
18:38:26:;1516;0;1;
18:38:50:;1517;0;8;
18:38:57:;1518;0;7;
18:38:59:;1519;5;0;
18:39:39:;1520;3;0;
18:39:53:;1521;1;0;
18:40:14:;1522;0;1;
18:40:43:;1523;0;4;
18:41:12:;1524;1;0;
18:41:56:;1525;0;2;
18:42:04:;1526;0;5;
18:42:31:;1527;6;0;
18:42:34:;1528;3;0;
18:43:17:;1529;0;1;
18:43:40:;1530;0;8;
18:44:02:;1531;0;1;
18:44:21:;1532;0;7;
18:45:02:;1533;0;8;
18:45:55:;1534;0;6;
18:46:06:;1535;0;7;
18:47:16:;1536;0;6;
18:47:35:;1537;1;0;
18:49:12:;1538;0;2;
18:49:29:;1539;0;4;
18:49:34:;1540;0;5;
18:49:40:;1541;9;0;
18:49:54:;1542;4;0;
18:50:27:;1543;0;7;
18:50:56:;1544;0;9;
18:51:35:;1545;5;0;
18:52:18:;1546;3;0;
18:52:23:;1547;0;3;
18:52:42:;1548;0;8;
18:52:52:;1549;0;2;
18:53:07:;1550;0;9;
18:53:17:;1551;8;0;
18:53:22:;1552;0;5;
18:53:39:;1553;6;0;
18:53:54:;1554;0;8;
18:54:08:;1555;0;8;
18:54:21:;1556;0;3;
18:54:33:;1557;0;8;
18:54:41:;1558;1;0;
18:55:20:;1559;2;0;
18:55:41:;1560;0;1;
18:56:05:;1561;9;0;
18:56:11:;1562;5;0;
18:56:25:;1563;0;5;
18:56:27:;1564;7;0;
18:56:39:;1565;0;3;
18:56:39:;1566;0;8;
18:57:08:;1567;0;6;
18:57:37:;1568;0;4;
18:58:47:;1569;8;0;
18:58:50:;1570;0;5;
18:58:54:;1571;0;2;
18:58:57:;1572;9;0;
18:59:21:;1573;0;9;
18:59:34:;1574;0;3;
19:00:42:;1575;0;8;
19:01:08:;1576;9;0;
19:01:59:;1577;0;5;
19:02:23:;1578;0;1;
19:02:44:;1579;8;0;
19:04:03:;1580;0;5;
19:04:12:;1581;0;6;
19:04:18:;1582;0;4;
19:04:20:;1583;8;0;
19:05:22:;1584;0;7;
19:07:07:;1585;6;0;
19:07:13:;1586;0;7;
19:07:22:;1587;0;9;
19:07:24:;1588;0;9;
19:07:35:;1589;0;9;
19:07:40:;1590;9;0;
19:08:15:;1591;0;7;
19:09:49:;1592;3;0;
19:10:22:;1593;3;0;
19:10:58:;1594;4;0;
19:11:03:;1595;0;7;
19:11:04:;1596;0;6;
19:11:15:;1597;0;8;
19:11:39:;1598;0;1;
19:12:21:;1599;1;7;
19:12:33:;1600;0;5;
19:13:32:;1601;0;7;
19:13:54:;1602;3;0;
19:13:57:;1603;5;0;
19:14:02:;1604;0;1;
19:14:08:;1605;3;0;
19:15:02:;1606;4;0;
19:15:23:;1607;0;6;
19:15:30:;1608;0;8;
19:15:49:;1609;2;0;
19:16:59:;1610;0;5;
19:17:19:;1611;9;0;
19:18:37:;1612;0;2;
19:18:53:;1613;0;5;
19:19:21:;1614;0;6;
19:20:26:;1615;7;0;
19:23:04:;1616;0;7;
19:25:04:;1617;4;0;
19:26:21:;1618;0;2;
19:28:13:;1619;0;5;
19:29:00:;1620;0;8;
19:29:12:;1621;0;5;
19:29:33:;1622;0;2;
19:29:58:;1623;0;8;
19:29:58:;1624;0;6;
19:31:42:;1625;0;7;
19:31:45:;1626;6;0;
19:31:47:;1627;0;5;
19:32:03:;1628;5;0;
19:32:22:;1629;0;8;
19:33:22:;1630;0;7;
19:34:11:;1631;0;8;
19:34:30:;1632;0;5;
19:38:32:;1633;0;1;
19:38:42:;1634;0;1;
19:38:55:;1635;0;3;
19:39:00:;1636;0;4;
19:39:10:;1637;1;0;
19:39:16:;1638;0;6;
19:39:58:;1639;0;6;
19:40:45:;1640;7;0;
19:43:03:;1641;0;8;
19:43:12:;1642;0;5;
19:44:01:;1643;0;8;
19:45:48:;1644;0;2;
19:47:23:;1645;1;0;
19:48:28:;1646;9;0;
19:49:59:;1647;0;4;
19:50:32:;1648;0;7;
19:50:45:;1649;7;0;
19:51:14:;1650;5;0;
19:53:58:;1651;0;8;
19:55:40:;1652;1;9;
19:57:31:;1653;0;4;
19:59:31:;1654;0;2;
20:00:13:;1655;0;9;
20:01:01:;1656;7;0;
20:01:36:;1657;0;8;
20:02:58:;1658;0;5;
20:03:46:;1659;9;0;
20:04:05:;1660;0;4;
20:04:59:;1661;7;0;
20:06:21:;1662;0;6;
20:07:15:;1663;0;2;
20:08:10:;1664;2;0;
20:09:56:;1665;0;8;
20:14:02:;1666;0;6;
20:15:10:;1667;0;5;
20:15:58:;1668;9;0;
20:19:17:;1669;4;0;
20:20:29:;1670;0;6;
20:23:57:;1671;0;1;
20:24:53:;1672;0;8;
20:24:55:;1673;0;2;
20:26:33:;1674;4;0;
20:34:37:;1675;4;7;
20:34:56:;1676;0;8;
20:36:28:;1677;0;2;
20:36:46:;1678;0;8;
20:38:30:;1679;9;0;
20:46:09:;1680;0;3;
20:46:56:;1681;0;7;
20:58:50:;1682;0;5;
21:00:14:;1683;0;7;
21:01:13:;1684;0;3;
21:03:07:;1685;0;9;
21:05:42:;1686;0;2;
21:12:06:;1687;0;1;
21:12:34:;1688;0;6;
21:14:00:;1689;0;3;
21:14:06:;1690;0;2;
21:14:19:;1691;9;0;
21:15:14:;1692;4;0;
21:15:49:;1693;8;0;
21:15:59:;1694;2;0;
21:16:05:;1695;3;0;
21:19:01:;1696;0;4;
21:20:05:;1697;0;4;
21:21:18:;1698;0;8;
21:21:59:;1699;9;0;
21:22:44:;1700;0;7;
21:25:12:;1701;0;4;
21:33:50:;1702;0;1;
21:37:20:;1703;0;4;
21:37:48:;1704;0;4;
21:37:54:;1705;0;9;
21:42:51:;1706;0;2;
21:49:36:;1707;0;1;
21:54:06:;1708;0;9;
21:54:55:;1709;0;5;
22:04:17:;1710;0;9;
22:05:25:;1711;0;7;
22:09:16:;1712;0;6;
22:20:40:;1713;0;4;
22:24:51:;1714;6;0;
22:27:47:;1715;0;9;
22:27:49:;1716;0;3;
22:30:56:;1717;0;4;
22:37:17:;1718;0;5;
22:42:43:;1719;7;0;
22:43:46:;1720;0;6;
22:44:02:;1721;0;7;
22:48:58:;1722;4;0;
22:49:45:;1723;0;6;
22:55:49:;1724;3;0;
22:59:48:;1725;0;9;
22:59:58:;1726;0;6;
23:02:01:;1727;0;6;
23:05:43:;1728;7;0;
23:06:46:;1729;0;4;
23:08:23:;1730;0;8;
23:08:47:;1731;0;4;
23:12:27:;1732;0;4;
23:18:46:;1733;0;1;
23:20:32:;1734;0;9;
23:26:16:;1735;0;9;
23:36:43:;1736;0;5;
23:39:58:;1737;0;5;
23:40:05:;1738;0;7;
23:41:28:;1739;0;3;
23:47:31:;1740;0;6;
23:51:06:;1741;0;6;
23:51:27:;1742;0;4;
23:54:11:;1743;0;6;
23:54:38:;1744;0;7;
